,SPY
466,1.6828429294093894
467,1.683836726839445
468,1.6884574233597505
469,1.7004258782787929
470,1.7567856164930618
471,1.7586253535148444
472,1.7872112236966586
473,1.7930486533157364
474,1.7960462531630128
475,1.8081644806977692
476,1.793910224572528
477,1.805920003165511
478,1.6438011261163865
479,1.6362565919700955
480,1.6466887721060175
481,1.6656404405364356
482,1.664548472080014
483,1.667359333461036
484,1.6698246712041964
485,1.6684479922525952
486,1.6569300775984175
487,1.6504768756419708
488,1.6561166357598722
489,1.5552270586579198
490,1.5579342180183176
491,1.5569309269392306
492,1.6012924442645726
493,1.6031385202552428
494,1.5926578028472704
495,1.6033819263532223
496,1.6040132651880867
497,1.6154532960001688
498,1.6165654158305642
499,1.6094515779911944
500,1.6061751593963436
501,1.6069896793749194
502,1.6030331010972532
503,1.5715586930480185
504,1.5648018159879484
505,1.569883586079186
506,1.5692034759115359
507,1.5683268735381262
508,1.5668339434216705
509,1.6067014470593222
510,1.6063390501210506
511,1.6047472648517669
512,1.6107220457968197
513,1.6117510060360019
514,1.6174086265721144
515,1.623991877467006
516,1.6189903021370355
517,1.626963727240991
518,1.6355801016959504
519,1.6384852795761162
520,1.630454125435108
521,1.6294160465952245
522,1.6290686381728392
523,1.6380788381036382
524,1.6480393835638552
525,1.651165333745439
526,1.6550757647030423
527,1.6545535027023561
528,1.6560363425389824
529,1.6526986346741523
530,1.6635946962981052
531,1.6701292002824175
532,1.6795428806801738
533,1.6864512325776104
534,1.6825238987814828
535,1.6769690771832302
536,1.680741989229091
537,1.6769577356569698
538,1.6790033280028638
539,1.6766328447818069
540,1.674847408265805
541,1.667715944607835
542,1.6651842312455756
543,1.6669335569952182
544,1.6637151336897205
545,1.6619895837868626
546,1.659800097814923
547,1.6702571837106461
548,1.670807415374611
549,1.666520069810531
550,1.6606628550005098
551,1.6593345593253161
552,1.6591663729320771
553,1.6576065179503985
554,1.6649471169341723
555,1.6701759270870298
556,1.677907025565446
557,1.6728157254681264
558,1.6817762279663384
559,1.6745013705883594
560,1.6641219415930664
561,1.664415211295136
562,1.652806403641307
563,1.6607213209124438
564,1.665884575166956
565,1.6720905764111649
566,1.6740587342872004
567,1.6758509591511483
568,1.684529389118552
569,1.6871957126556936
570,1.6862310976637218
571,1.6840571033333163
572,1.6903285527075695
573,1.6822028551098356
574,1.6745330403648495
575,1.6722119092071352
576,1.6613434823341322
577,1.6551383259900376
578,1.6529510588145513
579,1.6554215561575347
580,1.6640733504334548
581,1.6559231518237993
582,1.6552116260652383
583,1.6496566101488952
584,1.6431282491009824
585,1.6402860022287769
586,1.639481412579471
587,1.6372419606057065
588,1.6358325171165689
589,1.6357408358487646
590,1.736221289926334
591,1.731151892216758
592,1.7425932584603743
593,1.7105856711725664
594,1.701650997043771
595,1.7164249814629784
596,1.7170029513215468
597,1.7167052130116645
598,1.6326484940952923
599,1.644148989845462
600,1.6487572974722298
601,1.6503050650487694
602,1.6620180521761085
603,1.6622277171347832
604,1.7339833227799772
605,1.7369850081934146
606,1.78067570971848
607,1.7895955426831733
608,1.8023911012721783
609,1.782839956948692
610,1.7187604248454136
611,1.729961893139489
612,1.728971660403431
613,1.7159376675738258
614,1.7111318124182162
615,1.7153054952530056
616,1.712135002641162
617,1.709391457146694
618,1.6976076861885758
619,1.681818876000989
620,1.6771375373525643
621,1.6771616569292291
622,1.6857059591495727
623,1.6983509747149128
624,1.6983112248101406
625,1.6874247861858294
626,1.6731935940822495
627,1.6810348408705522
628,1.6598978795593666
629,1.6088235318477473
630,1.6141021522059873
631,1.610877225149352
632,1.6117001528471064
633,1.610607793992358
634,1.5914563467129028
635,1.697461785389578
636,1.710783595739258
637,1.7048961640796279
638,1.7115240899818218
639,1.7199648066355167
640,1.7139144237387427
641,1.702583771547097
642,1.7048454179087003
643,1.717603679315971
644,1.718925329813601
645,1.719332891806289
646,1.7032648004908424
647,1.699871099693837
648,1.6830290605309983
649,1.6896324768583781
650,1.6895244459567493
651,1.6785092291422643
652,1.6821632022640642
653,1.6665406806157534
654,1.6812186314371047
655,1.6839500669959762
656,1.673175031436358
657,1.638816524827007
658,1.639307291430896
659,1.6296179437847513
660,1.636108463611663
661,1.6341829755731396
662,1.6224657275176924
663,1.625820257296482
664,1.6180515209896384
665,1.6149443254118978
666,1.6180941600521237
667,1.6119443967170355
668,1.6088885715396373
669,1.6157232244961506
670,1.6026664695652926
671,1.5678445680771347
672,1.5653620214231978
673,1.563079447759037
674,1.5690068993683326
675,1.5667985398306428
676,1.5663968962974195
677,1.5677977254028974
678,1.5661910348410402
679,1.558918889487586
680,1.5425044560277001
681,1.5285777236783815
682,1.5328399347720278
683,1.5257639462186035
684,1.5240720654094275
685,1.5332478251878001
686,1.5465867928503485
687,1.5461139130673018
688,1.5453248006372178
689,1.5586445226870183
690,1.5479900031925808
691,1.5505086176187888
692,1.5503487432022212
693,1.549411466365882
694,1.5454600876353197
695,1.5525710979511587
696,1.533296189251132
697,1.5504617401268206
698,1.5497469358808758
699,1.6729854151424206
700,1.6695360812161653
701,1.6646761739605154
702,1.6612442036910124
703,1.6499927919642232
704,1.672965194183007
705,1.515066553027964
706,1.5355080803067267
707,1.498576940506382
708,1.510778368225374
709,1.5115453601845275
710,1.4960118562919433
711,1.4944769367218669
712,1.484044956902153
713,1.4819346044089343
714,1.4890493095288093
715,1.4860944610370552
716,1.4736396495675308
717,1.4870024598883447
718,1.4889991254960933
719,1.4933408155195593
720,1.4937176322143841
721,1.4902005870055746
722,1.489778911046642
723,1.495144722579198
724,1.4809163820257254
725,1.4732001625213798
726,1.4698643074859774
727,1.462107634373524
728,1.456763144336719
729,1.4615015667288844
730,1.4551026008336976
731,1.446344380259461
732,1.45335078816629
733,1.456713833684944
734,1.4381303742914042
735,1.4009877459000109
736,1.3648868010011483
737,1.357538536252605
738,1.3800158060087142
739,1.372811604345543
740,1.377109423052616
741,1.3979059500263702
742,1.3996218408249206
743,1.4087984092714123
744,1.4078745157178219
745,1.4249329462916194
746,1.4377586747843907
747,1.4533201104325144
748,1.464456357779227
749,1.4656201011655412
750,1.4655450159568773
751,1.4767833431426425
752,1.4339723004161442
753,1.4350414458806426
754,1.4520860137429281
755,1.4482000062355382
756,1.4462318485414016
757,1.4428804503143056
758,1.4337407199138852
759,1.4302587636018416
760,1.4318827080126084
761,1.4300584684076512
762,1.4345687465936408
763,1.4321260285794324
764,1.431781558418379
765,1.4322080027875472
766,1.4391200939951432
767,1.4374726654466485
768,1.4369063815308891
769,1.4264506839128899
770,1.4159168071489603
771,1.4128984367800967
772,1.404113235745399
773,1.4044588303556793
774,1.4010432699012654
775,1.403812555232662
776,1.4041923118668365
777,1.4056153098943014
778,1.4094070916542023
779,1.4107224775318628
780,1.4116278669769144
781,1.4191015545077335
782,1.4200592884697016
783,1.4189235320952776
784,1.4288838744835175
785,1.435698561205072
786,1.4246531010292074
787,1.4201971717545803
788,1.418546031858341
789,1.417776182867101
790,1.4118231215013566
791,1.4294989146458192
792,1.428086693243813
793,1.4379006412048057
794,1.4356755360893203
795,1.4466671318893987
796,1.442227849009896
797,1.4423166758513162
798,1.4327302979302203
799,1.4483194474621541
800,1.44025700152838
801,1.4403972136676657
802,1.4464663786418441
803,1.4377816991498094
804,1.4400382109022303
805,1.4360170142811057
806,1.467309620385322
807,1.4558461671811074
808,1.4422528943725865
809,1.4295925620047
810,1.4328768599591513
811,1.4334406862110427
812,1.4273448604046735
813,1.4255316135574958
814,1.4346879211200303
815,1.4345479913197323
816,1.4518362702267495
817,1.460629561239557
818,1.4507672806109895
819,1.4530802245383256
820,1.4468210931920567
821,1.4558865853575753
822,1.4661191412994867
823,1.4686103744031698
824,1.4659080395256296
825,1.4811999927007946
826,1.4814529265788678
827,1.4895930077307185
828,1.5041841234199183
829,1.4974605370127847
830,1.5358656803948634
831,1.5332819744469361
832,1.531873638067509
833,1.531701178324738
834,1.5372100749834772
835,1.533411556157489
836,1.5336437641587963
837,1.5253543381470536
838,1.5251155123758053
839,1.5238074582168792
840,1.5242482722248951
841,1.5143866776531922
842,1.503653108978824
843,1.500801117769015
844,1.5006142876461581
845,1.5048401996148186
846,1.4883036644516778
847,1.471401653010389
848,1.456154478202052
849,1.4414273386012155
850,1.458921856814186
851,1.4730693240665005
852,1.4586438177400396
853,1.6209726774388855
854,1.6126231426198956
855,1.6145919442999457
856,1.6131136516730749
857,1.6215612258531564
858,1.6315217882527122
859,1.6304565845086927
860,1.6310098266501427
861,1.623332558575612
862,1.625596827246909
863,1.6266028590655424
864,1.6294567633292445
865,1.6373226448706646
866,1.6422323113067705
867,1.637801311825342
868,1.6387559485872316
869,1.651393125167715
870,1.6458805050467618
871,1.6459151197739175
872,1.6585607770400657
873,1.6572477710462863
874,1.6653850144609805
875,1.6621612149663179
876,1.649892189828961
877,1.6584170968201306
878,1.686446094807934
879,1.6839283282581619
880,1.6833042103701246
881,1.6771949077303816
882,1.6763203904645252
883,1.672033311007226
884,1.6698081603419723
885,1.6637407212431299
886,1.6524150125826509
887,1.6600267521573642
888,1.6560618053983944
889,1.6584605429295607
890,1.6558162566809642
891,1.649267339854532
892,1.6705310042459587
893,1.6612698433220885
894,1.6376329343950147
895,1.6414968966944343
896,1.6284805662405688
897,1.6358746522212186
898,1.6466574779940402
899,1.6368976286833004
900,1.686452945776864
901,1.6936426588915765
902,1.5654693890485305
903,1.5682489980088121
904,1.568183150046707
905,1.5808896757619095
906,1.5836179160976371
907,1.5926807415019084
908,1.5059621044235882
909,1.505496284809169
910,1.5101828729791578
911,1.5181558238020898
912,1.52808056723984
913,1.5294316740767044
914,1.5357777867359346
915,1.530765407716217
916,1.5248482744175362
917,1.5086580070453692
918,1.4993144392212798
919,1.5066929369788795
920,1.4987785158734823
921,1.5038710968144642
922,1.4927493254310775
923,1.4840705642029661
924,1.48527204628067
925,1.4804550725455101
926,1.4617261285536642
927,1.4764040808779555
928,1.4761981198182639
929,1.4578351309762638
930,1.4560184515596575
931,1.4054291336412916
932,1.407634896476111
933,1.4210093867052365
934,1.404581925024786
935,1.4055825290427038
936,1.4108127507677182
937,1.4156563873154937
938,1.4162426526729632
939,1.4285358602353426
940,1.4175732880778469
941,1.4368560005038944
942,1.4468354998814448
943,1.4462388451590868
944,1.46168275762534
945,1.4560475710447918
946,1.449073287411693
947,1.4527945175348123
948,1.454326943870683
949,1.4463681089648617
950,1.4507386322304683
951,1.45138652256378
952,1.4523851794149323
953,1.4502487926154117
954,1.45426506496392
955,1.4288812188863176
956,1.4454956908059557
957,1.4485107336088276
958,1.4431924073289792
959,1.4453888940977322
960,1.4397473502128832
961,1.4368787338241873
962,1.436733400527146
963,1.4386800518957443
964,1.4372964399728971
965,1.4520753464910285
966,1.4492489041924728
967,1.4437204583998664
968,1.4353123259377298
969,1.435075988109702
970,1.4302952222067233
971,1.4220730366253065
972,1.4381058918672807
973,1.4316510930927961
974,1.4154766872354685
975,1.4091329372615746
976,1.4127029692338056
977,1.4130904336059302
978,1.4159770480034695
979,1.4069055209358794
980,1.403579396543364
981,1.4020209619604884
982,1.4137484558671076
983,1.4172353187916542
984,1.4171121601350478
985,1.4151142785783577
986,1.4139037364941487
987,1.4165800882176427
988,1.398956619667615
989,1.3973533246155512
990,1.3920500820393045
991,1.393667675482675
992,1.3922470730005898
993,1.3922345352909815
994,1.3922854642567017
995,1.3703775766964554
996,1.3626932215890974
997,1.3697931840158617
998,1.3815296301356739
999,1.3723569896103527
1000,1.373504348315464
1001,1.37222711303707
1002,1.3566354911961298
1003,1.3792628113230876
1004,1.3742481607243917
1005,1.3760576394463442
1006,1.3684318373327642
1007,1.3572702392832525
1008,1.3448971969557988
1009,1.4414597770257842
1010,1.4433969057029117
1011,1.4396117911894635
1012,1.4203834283478045
1013,1.4012885037266187
1014,1.4111599251771167
1015,1.4135109692085734
1016,1.4119035148735293
1017,1.4220454566464014
1018,1.4215705079607233
1019,1.4213482326829308
1020,1.4101749765870863
1021,1.408184466857847
1022,1.4233471918271334
1023,1.4338096701419545
1024,1.4365041238181675
1025,1.4341440656482973
1026,1.4336771681075788
1027,1.4360416508600338
1028,1.431289996120313
1029,1.406242018216517
1030,1.4162971758980802
1031,1.4182023347905215
1032,1.3737179443830883
1033,1.3784833463489576
1034,1.3712997206459931
1035,1.3913675779770074
1036,1.369906105106793
1037,1.3762597984884906
1038,1.3840072328150654
1039,1.3796675638525357
1040,1.3705973728303888
1041,1.3721844462327226
1042,1.3519839547723222
1043,1.3433267068910482
1044,1.3501171049199456
1045,1.331516488288571
1046,1.3251621561641969
1047,1.3240740710955379
1048,1.3215268422561621
1049,1.3188814161674145
1050,1.3199770036715108
1051,1.318231609676559
1052,1.2892114545354616
1053,1.253572033186856
1054,1.2558971041369205
1055,1.2377944275533537
1056,1.3558749596438702
1057,1.327567562080958
1058,1.3269405339713103
1059,1.3434776375390811
1060,1.3194718245165404
1061,1.3197139389001222
1062,1.3414916746216932
1063,1.34334054668102
1064,1.345788197153297
1065,1.3462223651083605
1066,1.320376136344521
1067,1.3418420192931535
1068,1.366466507805626
1069,1.3857967832507256
1070,1.3940563018320518
1071,1.3703534467333611
1072,1.3793612911592845
1073,1.360784752504287
1074,1.3651999294586403
1075,1.3781827824561788
1076,1.3795578963402022
1077,1.3845901007300654
1078,1.3877569484577634
1079,1.3812736814963955
1080,1.4022491295247619
1081,1.3667367088453375
1082,1.3918517020363197
1083,1.391489254268663
1084,1.3843111840321853
1085,1.3991154463644762
1086,1.4010360380632392
1087,1.4158454446135238
1088,1.4233509080861495
1089,1.4686526554066859
1090,1.482646131267984
1091,1.4939829058005216
1092,1.493553717988334
1093,1.4972612692520215
1094,1.5063394913784123
1095,1.5109538183799032
1096,1.5102418775074966
1097,1.51645638930745
1098,1.5109188451776845
1099,1.505469644502
1100,1.5057759636363244
1101,1.503853115128777
1102,1.505257937095621
1103,1.5040602733972719
1104,1.5041958524227539
1105,1.5016850573704232
1106,1.5000910559263048
1107,1.4904253592578698
1108,1.4924775261886225
1109,1.4891397966118802
1110,1.4932737013862152
1111,1.490843835368878
1112,1.4900206367440205
1113,1.4886980895005308
1114,1.4923592093020943
1115,1.4847370786276315
1116,1.477284414801261
1117,1.4913362660411167
1118,1.4833079028960583
1119,1.4820005917351864
1120,1.4861817684175094
1121,1.4818257349645592
1122,1.4951729028223326
1123,1.4815438529069525
1124,1.483088401206487
1125,1.4782314885053438
1126,1.4878616754015184
1127,1.4995306981825252
1128,1.5105067811180106
1129,1.5357935460076533
1130,1.5917517470404619
1131,1.587673453783509
1132,1.5836894577148541
1133,1.609686800519512
1134,1.6051858018806797
1135,1.6069498484318956
1136,1.5956857487424259
1137,1.6038481667021642
1138,1.60538985540029
1139,1.6073261190570065
1140,1.5933515513904695
1141,1.601409251396717
1142,1.6072893982516234
1143,1.626781266903663
1144,1.6344155323133691
1145,1.6478373017355352
1146,1.6566887815145037
1147,1.6665957420570976
1148,1.6773482324390443
1149,1.6725843291044384
1150,1.6753689856329856
1151,1.6708866657802446
1152,1.6704105132691893
1153,1.6752501121425212
1154,1.6757725103514076
1155,1.6776126257911983
1156,1.6804100324714
1157,1.672900794673069
1158,1.681133787157023
1159,1.674202961625042
1160,1.6668551174973345
1161,1.6736993218262342
1162,1.6692211985275662
1163,1.6669547410754149
1164,1.6701722852815237
1165,1.6701432941488292
1166,1.6708486191112115
1167,1.6695959679816497
1168,1.6615746005379606
1169,1.654625089994397
1170,1.649822171808637
1171,1.655701489336252
1172,1.6535763017407135
1173,1.6593103320735736
1174,1.6548687434885778
1175,1.6531758564985921
1176,1.6523614608865955
1177,1.6558135370098626
1178,1.6560010657701696
1179,1.6587303736571357
1180,1.666469249292959
1181,1.660726640023995
1182,1.6876036270161876
1183,1.6806988132623246
1184,1.6816623325746605
1185,1.6860705958367816
1186,1.675195700539689
1187,1.679323486133626
1188,1.6808136632869264
1189,1.691384118877295
1190,1.672339567006702
1191,1.6712842466642996
1192,1.6721843630773492
1193,1.6814075750005486
1194,1.685118523151914
1195,1.6855278515652117
1196,1.6864971363418135
1197,1.690221195661934
1198,1.6910201215193865
1199,1.6973914238872112
1200,1.6974532815436305
1201,1.6997817688286432
1202,1.6976290403351868
1203,1.701817737463216
1204,1.7015666605664137
1205,1.6977307167610434
1206,1.690684537539937
1207,1.6966565648465348
1208,1.694696131968385
1209,1.6905663278441807
1210,1.6968279392119712
1211,1.6981104712237993
1212,1.6932382966035675
1213,1.7000130875396735
1214,1.6980101592127994
1215,1.6943894140320026
1216,1.6946425890421324
1217,1.6965142289780033
1218,1.6874068905883632
1219,1.6977098278709946
1220,1.70680395330578
1221,1.6990334032118426
1222,1.6977622610818344
1223,1.695873357128903
1224,1.699137995097999
1225,1.702670606933907
1226,1.7029303085143965
1227,1.7178999365376058
1228,1.7160351101495053
1229,1.7110678175265548
1230,1.691219998978113
1231,1.6428870902643666
1232,1.6387598586800323
1233,1.6429135554369623
1234,1.6449784720441585
1235,1.6423654288735179
1236,1.647769561060386
1237,1.6536769430820186
1238,1.644844776666332
1239,1.6406970728928627
1240,1.6454873609757215
1241,1.6634938147046796
1242,1.660210768967545
1243,1.6590459810538505
1244,1.6489787848115611
1245,1.6451254489322764
1246,1.6449814531108586
1247,1.6417848812318425
1248,1.6360559593556445
1249,1.627662933284455
1250,1.631278416504074
1251,1.6376350109669602
1252,1.637474141042503
1253,1.6275449345141624
1254,1.620182789710043
1255,1.6283914435314273
1256,1.6258612639637704
1257,1.6267564288784797
1258,1.6359966017409988
1259,1.6423280499304838
1260,1.639622016522253
1261,1.5592753761677614
1262,1.5522458723728505
1263,1.5489763666448653
1264,1.5468147850117475
1265,1.5449177490188504
1266,1.538386541132013
1267,1.5318749561254208
1268,1.5277486769866755
1269,1.5417220630854445
1270,1.5476742165662927
1271,1.5450532252145877
