"","SPY","XLP","XLK","XLY","XLI","XLB","XLF","XLU","XLE","XLV"
"35",-3.51131751131751,-3.51216951216951,-3.51147051147051,-3.50974850974851,-3.51013851013851,-3.51242451242451,-3.51081351081351,-3.51101751101751,-3.51038751038751,-3.51333651333651
"36",-3.51174951174951,-3.51231351231351,-3.51193851193851,-3.51034551034551,-3.51093651093651,-3.51311151311151,-3.51127551127551,-3.51138051138051,-3.51102951102951,-3.51339351339351
"37",-3.51264951264951,-3.51288651288651,-3.51274551274551,-3.51134151134151,-3.51175551175551,-3.51407151407151,-3.51262251262251,-3.51192351192351,-3.51192651192651,-3.51390651390651
"38",-3.51308451308451,-3.51306051306051,-3.51352251352251,-3.51213351213351,-3.51245451245451,-3.51378651378651,-3.51313851313851,-3.51189351189351,-3.51199851199851,-3.51420951420951
"39",-3.51151251151251,-3.51207351207351,-3.51174051174051,-3.51041451041451,-3.51049851049851,-3.51235251235251,-3.51119451119451,-3.51090351090351,-3.51051051051051,-3.51302751302751
"40",-3.51182151182151,-3.51224151224151,-3.51206151206151,-3.51047451047451,-3.51089451089451,-3.51312951312951,-3.51136251136251,-3.51125151125151,-3.51139251139251,-3.51345651345651
"41",-3.51136851136851,-3.51206751206751,-3.51130551130551,-3.50995250995251,-3.51019251019251,-3.51246651246651,-3.51077151077151,-3.51088251088251,-3.51097551097551,-3.51317751317751
"42",-3.51166251166251,-3.51208251208251,-3.51168651168651,-3.51043851043851,-3.51050751050751,-3.51278751278751,-3.51142251142251,-3.51094551094551,-3.51133851133851,-3.51342051342051
"43",-3.51248451248451,-3.51261351261351,-3.51225651225651,-3.51121851121851,-3.51140451140451,-3.51417951417951,-3.51253851253851,-3.51168651168651,-3.51259251259251,-3.51405351405351
"44",-3.51274251274251,-3.51225051225051,-3.51248751248751,-3.51137151137151,-3.51173451173451,-3.51459651459651,-3.51285351285351,-3.51185451185451,-3.51354351354351,-3.51396051396051
"45",-3.51327351327351,-3.51233751233751,-3.51301251301251,-3.51202851202851,-3.51215751215751,-3.51522051522052,-3.51414051414051,-3.51245451245451,-3.51379851379851,-3.51420651420651
"46",-3.51327051327051,-3.51221151221151,-3.51313851313851,-3.51211251211251,-3.51238851238851,-3.51500751500751,-3.51397251397251,-3.51246351246351,-3.51384951384951,-3.51414051414051
"47",-3.51459351459351,-3.51322251322251,-3.51422151422151,-3.51367551367551,-3.51387051387051,-3.51547851547852,-3.51570951570952,-3.51322851322851,-3.51538551538552,-3.51502851502851
"48",-3.51431451431451,-3.51327651327651,-3.51422751422751,-3.51331851331851,-3.51357951357951,-3.51573051573052,-3.51459351459351,-3.51332151332151,-3.51515151515152,-3.51509451509451
"49",-3.51479451479451,-3.51362451362451,-3.51445551445551,-3.51355251355251,-3.51414651414651,-3.51588951588952,-3.51566751566752,-3.51372351372351,-3.51597651597652,-3.51508251508251
"50",-3.51478551478551,-3.51390351390351,-3.51465051465051,-3.51338451338451,-3.51422451422451,-3.51548451548452,-3.51537651537652,-3.51372351372351,-3.51578151578152,-3.51525351525351
"51",-3.51537651537652,-3.51417051417051,-3.51547551547552,-3.51402351402351,-3.51459351459351,-3.51600651600652,-3.51459951459951,-3.51377151377151,-3.51608451608452,-3.51534951534952
"52",-3.51422751422751,-3.51340551340551,-3.51443151443151,-3.51290751290751,-3.51373551373551,-3.51460551460551,-3.51475851475851,-3.51309951309951,-3.51466551466551,-3.51454851454851
"53",-3.51411951411951,-3.51342651342651,-3.51426651426651,-3.51297351297351,-3.51364251364251,-3.51462051462051,-3.51430551430551,-3.51268251268251,-3.51472851472851,-3.51450951450951
"54",-3.51480351480352,-3.51363651363651,-3.51465951465951,-3.51353151353151,-3.51430851430851,-3.51567351567352,-3.51533751533752,-3.51347451347451,-3.51527751527752,-3.51516051516051
"55",-3.51420051420051,-3.51314451314451,-3.51406851406851,-3.51307551307551,-3.51380151380151,-3.51469551469551,-3.51469551469551,-3.51318351318351,-3.51541551541552,-3.51448251448251
"56",-3.51401751401751,-3.51309651309651,-3.51379851379851,-3.51311751311751,-3.51387351387351,-3.51501051501051,-3.51467451467451,-3.51286251286251,-3.51491751491751,-3.51370851370851
"57",-3.51525651525652,-3.51395451395451,-3.51492051492052,-3.51497751497751,-3.51567651567652,-3.51435651435651,-3.51460251460251,-3.51393051393051,-3.51505851505851,-3.51427551427551
"58",-3.51589251589252,-3.51412551412551,-3.51548451548452,-3.51563451563452,-3.51419151419151,-3.51287151287151,-3.51332751332751,-3.51399351399351,-3.51331551331551,-3.51466251466251
"59",-3.51539751539752,-3.51349851349851,-3.51537951537952,-3.51561651561652,-3.51463551463551,-3.51383751383751,-3.51529251529251,-3.51342651342651,-3.51438351438351,-3.51423051423051
"60",-3.51480351480352,-3.51298551298551,-3.51490851490852,-3.51462951462951,-3.51564651564652,-3.51565251565252,-3.51491451491451,-3.51305451305451,-3.51556251556252,-3.51399951399951
"61",-3.51403851403851,-3.51267051267051,-3.51416751416751,-3.51332151332151,-3.51452151452151,-3.51480051480051,-3.51425451425451,-3.51255651255651,-3.51447951447951,-3.51356451356451
"62",-3.51429951429951,-3.51305451305451,-3.51421251421251,-3.51411951411951,-3.51519351519352,-3.51472551472551,-3.51495651495651,-3.51256851256851,-3.51430851430851,-3.51374751374751
"63",-3.51379251379251,-3.51267051267051,-3.51358851358851,-3.51334251334251,-3.51444951444951,-3.51446751446751,-3.51430251430251,-3.51250551250551,-3.51407151407151,-3.51326751326751
"64",-3.51345051345051,-3.51252351252351,-3.51314451314451,-3.51321051321051,-3.51408351408351,-3.51359151359151,-3.51414951414951,-3.51227451227451,-3.51343851343851,-3.51284451284451
"65",-3.51269451269451,-3.51241251241251,-3.51213051213051,-3.51249651249651,-3.51315351315351,-3.51251751251751,-3.51324351324351,-3.51150051150051,-3.51259551259551,-3.51252951252951
"66",-3.51244251244251,-3.51222951222951,-3.51186351186351,-3.51223251223251,-3.51263151263151,-3.51245751245751,-3.51309651309651,-3.51102651102651,-3.51211251211251,-3.51259251259251
"67",-3.51150351150351,-3.51177651177651,-3.51101751101751,-3.51131151131151,-3.51160551160551,-3.51136251136251,-3.51165051165051,-3.51045651045651,-3.51096951096951,-3.51207051207051
"68",-3.51111351111351,-3.51164451164451,-3.51054351054351,-3.51098151098151,-3.51083151083151,-3.51078951078951,-3.51132951132951,-3.51050451050451,-3.51042051042051,-3.51168951168951
"69",-3.51320451320451,-3.51301251301251,-3.51244551244551,-3.51356451356451,-3.51366951366951,-3.51327651327651,-3.51383151383151,-3.51237351237351,-3.51286251286251,-3.51294651294651
"70",-3.51321351321351,-3.51278151278151,-3.51228651228651,-3.51357651357651,-3.51369951369951,-3.51279051279051,-3.51386451386451,-3.51273651273651,-3.51289551289551,-3.51301551301551
"71",-3.51423651423651,-3.51341451341451,-3.51384651384651,-3.51485151485151,-3.51504351504351,-3.51433551433551,-3.51484551484551,-3.51320451320451,-3.51405651405651,-3.51353451353451
"72",-3.51368451368451,-3.51355251355251,-3.51339351339351,-3.51401751401751,-3.51426951426951,-3.51333351333351,-3.51329451329451,-3.51290751290751,-3.51374451374451,-3.51302751302751
"73",-3.51319251319251,-3.51295251295251,-3.51270351270351,-3.51371751371751,-3.51381051381051,-3.51291351291351,-3.51276951276951,-3.51240951240951,-3.51354051354051,-3.51264051264051
"74",-3.51420951420951,-3.51384051384051,-3.51405351405351,-3.51512151512151,-3.51495951495952,-3.51409551409551,-3.51393951393951,-3.51310851310851,-3.51426351426351,-3.51323751323751
"75",-3.51408351408351,-3.51388251388251,-3.51406551406551,-3.51491151491151,-3.51476151476151,-3.51386751386751,-3.51341451341451,-3.51299751299751,-3.51426651426651,-3.51324051324051
"76",-3.51403551403551,-3.51372951372951,-3.51394251394251,-3.51442551442551,-3.51443751443751,-3.51405651405651,-3.51377151377151,-3.51281751281751,-3.51400851400851,-3.51344151344151
"77",-3.51301251301251,-3.51290451290451,-3.51296751296751,-3.51355851355851,-3.51347151347151,-3.51281151281151,-3.51270351270351,-3.51181551181551,-3.51267351267351,-3.51235551235551
"78",-3.51328851328851,-3.51283251283251,-3.51288651288651,-3.51416451416451,-3.51388251388251,-3.51363051363051,-3.51373251373251,-3.51157551157551,-3.51294351294351,-3.51226851226851
"79",-3.51177051177051,-3.51194151194151,-3.51161151161151,-3.51294951294951,-3.51218451218451,-3.51166551166551,-3.51125751125751,-3.51019851019851,-3.51096951096951,-3.51151851151851
"80",-3.51147051147051,-3.51104751104751,-3.51131151131151,-3.51300051300051,-3.51172551172551,-3.51167751167751,-3.51130251130251,-3.50976050976051,-3.51056751056751,-3.51109851109851
"81",-3.51101751101751,-3.51083451083451,-3.51081351081351,-3.51256851256851,-3.51145851145851,-3.51059151059151,-3.51059751059751,-3.50952350952351,-3.51032451032451,-3.51081051081051
"82",-3.51216351216351,-3.51141651141651,-3.51184251184251,-3.51378351378351,-3.51280851280851,-3.51240951240951,-3.51214851214851,-3.51006051006051,-3.51190251190251,-3.51156651156651
"83",-3.51123651123651,-3.51095151095151,-3.51108051108051,-3.51241851241851,-3.51177051177051,-3.51090051090051,-3.51058251058251,-3.50998550998551,-3.51087951087951,-3.51114951114951
"84",-3.51069051069051,-3.51086151086151,-3.51056151056151,-3.51213651213651,-3.51097851097851,-3.50998550998551,-3.51014151014151,-3.50922650922651,-3.50944250944251,-3.51078651078651
"85",-3.51157851157851,-3.51134451134451,-3.51122151122151,-3.51289251289251,-3.51188451188451,-3.51108651108651,-3.51129351129351,-3.50971850971851,-3.51099651099651,-3.51142551142551
"86",-3.51258051258051,-3.51185751185751,-3.51248151248151,-3.51413151413151,-3.51311151311151,-3.51157251157251,-3.51243951243951,-3.51062751062751,-3.51222351222351,-3.51229851229851
"87",-3.51126351126351,-3.51094251094251,-3.51112251112251,-3.51256851256851,-3.51144951144951,-3.51028851028851,-3.51119751119751,-3.50916050916051,-3.51088851088851,-3.51120651120651
"88",-3.51048051048051,-3.51028551028551,-3.51043251043251,-3.51146451146451,-3.51009651009651,-3.50867450867451,-3.51019551019551,-3.50906150906151,-3.50982050982051,-3.51125151125151
"89",-3.51126651126651,-3.51118851118851,-3.51088851088851,-3.51233151233151,-3.51052851052851,-3.50955350955351,-3.51143751143751,-3.51000351000351,-3.51091551091551,-3.51186951186951
"90",-3.51032751032751,-3.51074451074451,-3.50978750978751,-3.51133251133251,-3.50946650946651,-3.50886950886951,-3.51008151008151,-3.50927750927751,-3.50981750981751,-3.51150351150351
"91",-3.51104151104151,-3.51101451101451,-3.51039051039051,-3.51201951201951,-3.51012951012951,-3.50935850935851,-3.51096351096351,-3.51006051006051,-3.51144051144051,-3.51216651216651
"92",-3.51085551085551,-3.51057051057051,-3.51047451047451,-3.51148251148251,-3.50968850968851,-3.50953550953551,-3.51059451059451,-3.50984150984151,-3.51135051135051,-3.51195351195351
"93",-3.51080751080751,-3.51063651063651,-3.51032451032451,-3.51199851199851,-3.50988050988051,-3.50948150948151,-3.51036351036351,-3.50954150954151,-3.51133851133851,-3.51197451197451
"94",-3.51179751179751,-3.51116151116151,-3.51149151149151,-3.51304851304851,-3.51101151101151,-3.51042951042951,-3.51145851145851,-3.51036051036051,-3.51242451242451,-3.51300651300651
"95",-3.51194751194751,-3.51133551133551,-3.51188151188151,-3.51298851298851,-3.51103251103251,-3.51042051042051,-3.51136551136551,-3.51107751107751,-3.51235251235251,-3.51315351315351
"96",-3.51200751200751,-3.51155151155151,-3.51213651213651,-3.51255651255651,-3.51099951099951,-3.51002751002751,-3.51134451134451,-3.51148551148551,-3.51238251238251,-3.51306951306951
"97",-3.51111051111051,-3.51081051081051,-3.51129951129951,-3.51161151161151,-3.51029151029151,-3.50915150915151,-3.51059451059451,-3.51046251046251,-3.51122151122151,-3.51207951207951
"98",-3.51117651117651,-3.51101451101451,-3.51123951123951,-3.51184851184851,-3.51051651051651,-3.50994650994651,-3.51091851091851,-3.51039051039051,-3.51116151116151,-3.51174351174351
"99",-3.51041451041451,-3.51053151053151,-3.51068451068451,-3.51055251055251,-3.50944250944251,-3.50884250884251,-3.51027651027651,-3.50945750945751,-3.50997050997051,-3.51108651108651
"100",-3.51034551034551,-3.51089451089451,-3.51077151077151,-3.51042951042951,-3.50929850929851,-3.50883650883651,-3.51024951024951,-3.50922050922051,-3.50961350961351,-3.51093951093951
"101",-3.50994350994351,-3.51042651042651,-3.51021351021351,-3.50988650988651,-3.50891450891451,-3.50817950817951,-3.50995550995551,-3.50897450897451,-3.50932550932551,-3.51063351063351
"102",-3.50990450990451,-3.50991650991651,-3.50995550995551,-3.50965850965851,-3.50899550899551,-3.50847350847351,-3.51071451071451,-3.50900750900751,-3.50928350928351,-3.51069651069651
"103",-3.50997950997951,-3.51012651012651,-3.51035451035451,-3.50969750969751,-3.50899250899251,-3.50845550845551,-3.51069051069051,-3.50903450903451,-3.50911550911551,-3.51055851055851
"104",-3.50987150987151,-3.51013851013851,-3.50994950994951,-3.50941250941251,-3.50895350895351,-3.50835950835951,-3.51067251067251,-3.50902850902851,-3.50901650901651,-3.51079551079551
"105",-3.50976350976351,-3.50994650994651,-3.50989850989851,-3.50914250914251,-3.50897150897151,-3.50781650781651,-3.51050751050751,-3.50888450888451,-3.50895650895651,-3.51039051039051
"106",-3.50971550971551,-3.51002451002451,-3.50992250992251,-3.50978450978451,-3.50892050892051,-3.50778950778951,-3.51029151029151,-3.50861450861451,-3.50889350889351,-3.51023451023451
"107",-3.50955050955051,-3.50993150993151,-3.50981150981151,-3.50942750942751,-3.50858450858451,-3.50745650745651,-3.51000351000351,-3.50864750864751,-3.50881850881851,-3.51048951048951
"108",-3.50935550935551,-3.50980250980251,-3.50978150978151,-3.50887850887851,-3.50806250806251,-3.50669450669451,-3.50993750993751,-3.50871350871351,-3.50858150858151,-3.51018951018951
"109",-3.51038151038151,-3.51042951042951,-3.51070551070551,-3.50953550953551,-3.50913350913351,-3.50794850794851,-3.51134151134151,-3.50995550995551,-3.51011451011451,-3.51089751089751
"110",-3.51127851127851,-3.51132051132051,-3.51130551130551,-3.51045351045351,-3.51025551025551,-3.50923550923551,-3.51235551235551,-3.51068451068451,-3.51111951111951,-3.51177951177951
"111",-3.51164151164151,-3.51132051132051,-3.51155751155751,-3.51079851079851,-3.51075651075651,-3.51012651012651,-3.51292851292851,-3.51082251082251,-3.51169551169551,-3.51197451197451
"112",-3.51178551178551,-3.51135951135951,-3.51200751200751,-3.51114051114051,-3.51094251094251,-3.51005751005751,-3.51319251319251,-3.51071451071451,-3.51159651159651,-3.51176451176451
"113",-3.51278751278751,-3.51182751182751,-3.51294951294951,-3.51255651255651,-3.51220551220551,-3.51173451173451,-3.51460251460251,-3.51077151077151,-3.51251151251151,-3.51272151272151
"114",-3.51265251265251,-3.51176451176451,-3.51294051294051,-3.51199551199551,-3.51233151233151,-3.51152751152751,-3.51425451425451,-3.51080451080451,-3.51257751257751,-3.51238551238551
"115",-3.51288351288351,-3.51211251211251,-3.51337851337851,-3.51233151233151,-3.51236751236751,-3.51153951153951,-3.51445851445851,-3.51117951117951,-3.51283551283551,-3.51269751269751
"116",-3.51147051147051,-3.51143151143151,-3.51204651204651,-3.51066651066651,-3.51061251061251,-3.50963150963151,-3.51237951237951,-3.50997350997351,-3.51117051117051,-3.51167451167451
"117",-3.51214551214551,-3.51177951177951,-3.51281751281751,-3.51156351156351,-3.51130251130251,-3.51015351015351,-3.51304551304551,-3.51099051099051,-3.51186351186351,-3.51224151224151
"118",-3.51252051252051,-3.51216351216351,-3.51315051315051,-3.51200151200151,-3.51196251196251,-3.51105051105051,-3.51310551310551,-3.51113751113751,-3.51273951273951,-3.51227751227751
"119",-3.51105651105651,-3.51120351120351,-3.51186951186951,-3.51022551022551,-3.51049251049251,-3.50991050991051,-3.51123351123351,-3.50989550989551,-3.51090051090051,-3.51094851094851
"120",-3.51150951150951,-3.51137151137151,-3.51250251250251,-3.51063051063051,-3.51112851112851,-3.51024351024351,-3.51190851190851,-3.51043851043851,-3.51138051138051,-3.51098751098751
"121",-3.51136251136251,-3.51147351147351,-3.51222351222351,-3.51062151062151,-3.51129651129651,-3.51059451059451,-3.51144351144351,-3.51034251034251,-3.51111951111951,-3.51066051066051
"122",-3.51208551208551,-3.51178251178251,-3.51270951270951,-3.51165051165051,-3.51216051216051,-3.51111951111951,-3.51264651264651,-3.51075051075051,-3.51190551190551,-3.51134451134451
"123",-3.51184551184551,-3.51175551175551,-3.51261051261051,-3.51098751098751,-3.51158151158151,-3.51059751059751,-3.51240351240351,-3.51140751140751,-3.51145551145551,-3.51119151119151
"124",-3.51147651147651,-3.51146451146451,-3.51225351225351,-3.51072651072651,-3.51152751152751,-3.51060351060351,-3.51168651168651,-3.51091251091251,-3.51131451131451,-3.51039351039351
"125",-3.51114351114351,-3.51090951090951,-3.51193851193851,-3.51027651027651,-3.51111351111351,-3.51029151029151,-3.51175551175551,-3.51059751059751,-3.51101151101151,-3.51002751002751
"126",-3.51076551076551,-3.51095751095751,-3.51119151119151,-3.51009351009351,-3.51091551091551,-3.50995550995551,-3.51099951099951,-3.51031851031851,-3.51067251067251,-3.51007851007851
"127",-3.51155751155751,-3.51128751128751,-3.51177351177351,-3.51078951078951,-3.51168951168951,-3.51093951093951,-3.51215751215751,-3.51106851106851,-3.51200151200151,-3.51060951060951
"128",-3.51126951126951,-3.51076551076551,-3.51138351138351,-3.51023151023151,-3.51151851151851,-3.51040551040551,-3.51167151167151,-3.51109551109551,-3.51205551205551,-3.51057051057051
"129",-3.51150351150351,-3.51085251085251,-3.51146151146151,-3.51080151080151,-3.51185751185751,-3.51055851055851,-3.51189651189651,-3.51135351135351,-3.51246951246951,-3.51103551103551
"130",-3.51163251163251,-3.51102651102651,-3.51125451125451,-3.51092451092451,-3.51173751173751,-3.51126951126951,-3.51201051201051,-3.51168951168951,-3.51289251289251,-3.51122151122151
"131",-3.51097851097851,-3.51073251073251,-3.51066951066951,-3.51004551004551,-3.51104451104451,-3.51090051090051,-3.51106851106851,-3.51130251130251,-3.51192351192351,-3.51083751083751
"132",-3.51122451122451,-3.51096651096651,-3.51095451095451,-3.51050751050751,-3.51115551115551,-3.51126051126051,-3.51155751155751,-3.51159051159051,-3.51204051204051,-3.51090651090651
"133",-3.51120951120951,-3.51097851097851,-3.51077451077451,-3.51044151044151,-3.51110151110151,-3.51082851082851,-3.51180351180351,-3.51154851154851,-3.51200751200751,-3.51093051093051
"134",-3.51059751059751,-3.51065751065751,-3.51005151005151,-3.50977250977251,-3.51040551040551,-3.51006651006651,-3.51130851130851,-3.51127251127251,-3.51126051126051,-3.51027651027651
"135",-3.50969450969451,-3.51016851016851,-3.50894450894451,-3.50876150876151,-3.50923250923251,-3.50944250944251,-3.51015951015951,-3.51065751065751,-3.51032751032751,-3.50995550995551
"136",-3.50975450975451,-3.51034251034251,-3.50877650877651,-3.50861150861151,-3.50939450939451,-3.50947250947251,-3.51042051042051,-3.51071451071451,-3.51039351039351,-3.51007851007851
"137",-3.50962250962251,-3.51009051009051,-3.50879450879451,-3.50834150834151,-3.50914850914851,-3.50962250962251,-3.51025851025851,-3.51069351069351,-3.51015051015051,-3.50963450963451
"138",-3.51009351009351,-3.51051351051351,-3.50922950922951,-3.50912150912151,-3.50974550974551,-3.51068451068451,-3.51077151077151,-3.51108651108651,-3.51035751035751,-3.51021651021651
"139",-3.51025251025251,-3.51065451065451,-3.50954150954151,-3.50952350952351,-3.50999450999451,-3.51093651093651,-3.51096051096051,-3.51101151101151,-3.51003351003351,-3.51025851025851
"140",-3.50955050955051,-3.51020751020751,-3.50913650913651,-3.50885750885751,-3.50927450927451,-3.50975750975751,-3.50985950985951,-3.51036351036351,-3.50905850905851,-3.50966450966451
"141",-3.50968850968851,-3.51030351030351,-3.50933150933151,-3.50890550890551,-3.50945150945151,-3.51020151020151,-3.50999150999151,-3.51051351051351,-3.50906450906451,-3.50987150987151
"142",-3.50888150888151,-3.51006351006351,-3.50837450837451,-3.50790050790051,-3.50817950817951,-3.50887550887551,-3.50899850899851,-3.51036051036051,-3.50827850827851,-3.50939450939451
"143",-3.50840450840451,-3.50976350976351,-3.50808350808351,-3.50757650757651,-3.50732150732151,-3.50781950781951,-3.50847950847951,-3.51057051057051,-3.50748050748051,-3.50883050883051
"144",-3.50857250857251,-3.50995250995251,-3.50829050829051,-3.50776250776251,-3.50733950733951,-3.50824250824251,-3.50871050871051,-3.51048651048651,-3.50754350754351,-3.50909750909751
"145",-3.50816750816751,-3.50963750963751,-3.50778050778051,-3.50719550719551,-3.50701250701251,-3.50753450753451,-3.50835350835351,-3.51022851022851,-3.50683550683551,-3.50880350880351
"146",-3.50865650865651,-3.50981750981751,-3.50812550812551,-3.50772950772951,-3.50778950778951,-3.50861450861451,-3.50913350913351,-3.51086451086451,-3.50762750762751,-3.50912750912751
"147",-3.50808650808651,-3.50945150945151,-3.50749850749851,-3.50708750708751,-3.50731550731551,-3.50804450804451,-3.50806850806851,-3.51051051051051,-3.50720750720751,-3.50864150864151
"148",-3.50782850782851,-3.50919350919351,-3.50712050712051,-3.50708450708451,-3.50663450663451,-3.50764250764251,-3.50834150834151,-3.51053451053451,-3.50671250671251,-3.50827850827851
"149",-3.50897750897751,-3.50978150978151,-3.50797550797551,-3.50830550830551,-3.50819450819451,-3.50897750897751,-3.51023751023751,-3.51132951132951,-3.50804450804451,-3.50912750912751
